Node,Hub Score,Authority Score,Spectrum,Degree Centrality,Betweenness Centrality,Closeness Centrality,PageRank,Harmonic Centrality,Personalized PageRank (Alpha=0.5),Closeness in Closeness Centrality,Adjusted Closeness Centrality,Weighted Closeness Centrality,Average Neighbor Degree Centrality,Clustering Centrality,Core Number Centrality,Directed Eigenvector Centrality
Q9BQT8,-0.0,-0.0,6.543726329373138,0.0,0.0,0.0,0.00013235110615813456,0.0,0.00017403484976562136,0.0,0.0,0.0,0.0,0,0,-4.817484969381475e-18
O14578,-0.0,-1.481613247584513e-20,-6.543726329373163,0.0,0.0,0.0,0.00013235110615813456,0.0,0.00017403484976562136,0.0,0.0,0.0,0.0,0,0,7.660935433692363e-19
O60573,3.56099165360716e-18,1.8162018309732854e-18,6.113401186961317,0.0001866019779809666,0.0,0.0007961684393854575,0.0005216425515935454,4.5,0.00024340786154989204,0.5333333333333333,0.5333333333333333,0.5333333333333333,8.0,0,1,3.8663519258052977e-17
Q99623,0.00047133090293741456,0.0006543352061573784,-6.113401186961317,0.0001866019779809666,0.0,0.0075215944099153486,0.00046641645934929047,49.03015873015874,0.00023053834685236982,0.1760184473481937,0.1760184473481937,0.1760184473481937,21.0,0,1,0.00419904372574696
Q9UDY4,0.0001644866601071274,0.00022835212370027173,5.857455659451307,0.0001866019779809666,0.0,0.007452851734424881,0.0004664035482195691,51.83015873015873,0.00022929630132983558,0.1744097486671744,0.1744097486671744,0.1744097486671744,37.0,0,1,0.0014653965479185487
P06280,-0.0,3.797167024247816e-19,5.437832496736527,0.0,0.0,0.0,0.00013235110615813456,0.0,0.00017403484976562136,0.0,0.0,0.0,0.0,0,0,-2.3652401987487593e-18
Q14203,-0.0,-6.260399219038572e-19,5.043516152631628,0.0,0.0,0.0,0.00013235110615813456,0.0,0.00017403484976562136,0.0,0.0,0.0,0.0,0,0,1.6734361317505246e-18
Q9NVI1,1.4314025376373183e-06,1.9871751856855125e-06,4.787904577360606,0.0001866019779809666,0.0,0.005563157661910102,0.0004686504655221909,43.27775280275287,0.00023020563700006368,0.13018760659465606,0.13018760659465606,0.13018760659465606,28.0,0,1,1.2752233743299382e-05
Q8IUD2,-1.7973506224972196e-18,1.1186153530280579e-17,4.5495272166508816,0.0001866019779809666,0.0,0.004501464455611334,0.00046465743626134264,27.416666666666664,0.0002292141664749807,0.32599118942731276,0.32599118942731276,0.32599118942731276,33.0,0,1,-2.7420564232397547e-17
Q8N3C7,-2.131079787073554e-17,1.5393994374744807e-18,4.23042495196351,0.0001866019779809666,0.0,0.003885294416059974,0.00046783626519802295,25.200000000000003,0.0002301356797887552,0.2813688212927757,0.2813688212927757,0.2813688212927757,29.0,0,1,-1.4247073710513608e-17
O43169,-0.0,-8.243370158806178e-21,5.885852847697305,0.0,0.0,0.0,0.00013235110615813456,0.0,0.00017403484976562136,0.0,0.0,0.0,0.0,0,0,-2.078743252083079e-18
Q9Y312,0.0001644866601071274,0.0002283521237002731,-5.857455659451315,0.0001866019779809666,0.0,0.007452851734424881,0.0004664035482195691,51.83015873015873,0.00022929630132983558,0.1744097486671744,0.1744097486671744,0.1744097486671744,37.0,0,1,0.0014653965479185518
Q15154,-1.7973506224972196e-18,1.0364130605794409e-17,-5.437832496736532,0.0001866019779809666,0.0,0.004501464455611334,0.00046465743626134264,27.416666666666664,0.0002292141664749807,0.32599118942731276,0.32599118942731276,0.32599118942731276,33.0,0,1,-2.8938398989222236e-17
Q92616,-0.0,-1.3379975726813012e-19,-4.787904577360612,0.0,0.0,0.0,0.00013235110615813456,0.0,0.00017403484976562136,0.0,0.0,0.0,0.0,0,0,2.7438832370421627e-19
Q9H7F0,4.130718149224001e-06,5.734557812579342e-06,-5.04351615263161,0.0001866019779809666,0.0,0.005563157661910102,0.0005247414128632394,34.79051226551233,0.00025675920754716913,0.13018760659465606,0.13018760659465606,0.13018760659465606,3.0,0,1,3.680018861321788e-05
P78406,-1.7973506224972196e-18,1.0998728426057056e-17,-4.230424951963514,0.0001866019779809666,0.0,0.004501464455611334,0.00046465743626134264,27.416666666666664,0.0002292141664749807,0.32599118942731276,0.32599118942731276,0.32599118942731276,33.0,0,1,-3.956322976875112e-17
Q14146,5.767051193959018e-08,8.006232158147918e-08,-4.549527216650884,0.0001866019779809666,0.0,0.004562048637435837,0.00048376359605363116,35.1317210567211,0.00023386296925711304,0.10675990675990676,0.10675990675990676,0.10675990675990676,18.0,0,1,5.137812943072934e-07
P13861,-0.0,3.6717920186961947e-19,-5.885852847697319,0.0,0.0,0.0,0.00013235110615813456,0.0,0.00017403484976562136,0.0,0.0,0.0,0.0,0,0,4.461713874511151e-18
Q99996,-2.131079787073554e-17,1.1647519111017836e-18,5.235543732464599,0.0001866019779809666,0.0,0.003885294416059974,0.00046783626519802295,25.200000000000003,0.0002301356797887552,0.2813688212927757,0.2813688212927757,0.2813688212927757,29.0,0,1,-1.915292535675974e-17
P07237,0.006901770972399959,0.00958153115768863,4.58257569495584,0.0001866019779809666,0.0,0.006135168857241297,0.0004605732591065265,48.78886391386397,0.00022843255581541538,0.14357366771159874,0.14357366771159874,0.14357366771159874,37.0,0,1,0.0614872437126134
Q06787,-0.0,-2.8074785150169046e-20,-5.235543732464594,0.0,0.0,0.0,0.00013235110615813456,0.0,0.00017403484976562136,0.0,0.0,0.0,0.0,0,0,6.194639601055075e-19
Q7Z4H8,0.00995563396203776,0.013821121764728396,1.7234801987600046,0.0001866019779809666,0.0,0.00713755968439086,0.0004609176715787858,52.32106782106786,0.00022847272304516158,0.16703136396790663,0.16703136396790663,0.16703136396790663,40.0,0,1,0.08869382861085066
